CLIENT-NUM,TEAM-NAME,STATUS
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
3,Team2,Connected
